0.000,0.000,0.000,0.000,0.002,0.024,0.151,0.609,1.566,2.555,2.649,1.743,0.729,0.193,0.033,0.003,0.000,0.000,0.000,0.004,0.060,0.537,3.040,10.940,25.001,36.282,33.437,19.570,7.274,1.717,0.257,0.025,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.001,0.008,0.077,0.453,1.690,4.004,6.022,5.752,3.489,1.344,0.329,0.051,0.005,0.000,0.003,0.042,0.403,2.479,9.679,24.001,37.793,37.793,24.001,9.679,2.479,0.403,0.042,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.002,0.025,0.214,1.159,3.984,8.695,12.052,10.610,5.931,2.106,0.475,0.068,0.006,0.025,0.257,1.717,7.274,19.570,33.437,36.282,25.001,10.940,3.040,0.537,0.060,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.064,0.505,2.517,7.973,16.038,20.489,16.622,8.564,2.802,0.582,0.077,0.140,1.010,4.643,13.554,25.127,29.584,22.119,10.503,3.167,0.606,0.074,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.012,0.140,1.010,4.643,13.554,25.127,29.584,22.119,10.503,3.167,0.606,0.505,2.517,7.973,16.038,20.489,16.622,8.564,2.802,0.582,0.077,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.025,0.257,1.717,7.274,19.570,33.437,36.282,25.001,10.940,3.040,1.159,3.984,8.695,12.052,10.610,5.931,2.106,0.475,0.068,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.042,0.403,2.479,9.679,24.001,37.793,37.793,24.001,9.679,2.479,4.004,6.022,5.752,3.489,1.344,0.329,0.051,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.060,0.537,3.040,10.940,25.001,36.282,33.437,19.570,7.274,2.555,2.649,1.743,0.729,0.193,0.033,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.074,0.606,3.167,10.503,22.119,29.584,25.127,13.554,4.643,1.010,0.336,0.097,0.018,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.077,0.582,2.802,8.564,16.622,20.489,16.038,7.973,2.517,0.505,0.064,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.068,0.475,2.106,5.931,10.610,12.052,8.695,3.984,1.159,0.214,0.025,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.051,0.329,1.344,3.489,5.752,6.022,4.004,1.690,0.453,0.077,0.008,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.033,0.193,0.729,1.743,2.649,2.555,1.566,0.609,0.151,0.024,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.018,0.097,0.336,0.740,1.036,0.921,0.520,0.187,0.042,0.006,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.008,0.041,0.131,0.267,0.344,0.282,0.147,0.049,0.010,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.015,0.044,0.082,0.097,0.073,0.035,0.011,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.005,0.012,0.021,0.023,0.016,0.007,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.005,0.005,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
